RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31
62080,4,11368,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2322.4178486365417,2282.5
62093,7,11385,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2266.1396743958785,2292.023163156316,2320.7883032454424,2343.339186703239,2337.120271049285,2345.3390545418215,2320.0828085494386,2326.450401400922,2310.8553465129917,2313.1010572998453,2316.134319002365,2309.757161927625,2336.220033279095,2327.4773841210704,2349.5026755452295,2354.110489893301,2393.0228095932744,2363.952311339225,2360.900968779147,2336.2689504857008,2331.2199950182144,2314.6535085393343,2317.820868704442,2337.117718689901,2352.811289484174,2362.329931957411,2367.659890403179,2376.6134556913366,2380.886140382098,2402.2767267099293,2393.9168557722287,2397.1492341793896,2374.7950966448043,2397.457401227606,2381.838377043814,2398.8524630313286,2381.1227866711306,2440.7227255147654,2471.0343437532892,2495.0047032898997,2476.0946612009852,2464.9242044059315,2488.4497359939287,2498.627604898881,2509.8586876082372,2515.6455035198023,2501.732304691697,2475.083314032591,2475.563210007291,2469.3649735560057,2475.825827283313,2427.842572629216,2401.525763612218,2368.5326756160957,2337.2242563544846,2305.8780024428843,2292.884144234423,2277.711966747612,2282.3391506667635,2278.928668887577,2322.0212935624218,2368.376994579785,2420.5855077941233,2449.847833245626,2482.2300916018226,2518.7137122425574,2556.7836299442865,2580.724284165379,2592.7267267497796,2591.4730964092887,2607.0096504687476,2657.466401781795,2727.356595905275,2830.7885437021014,2893.4271152447623,2951.085556919471,2957.7754076786473,2966.493533548982,2937.6946874720443,2898.7315824765456,2851.204928952578,2847.6635387661777,2865.4288478704043,2908.5890691642467,2950.6973702768296,2986.1738444405196,3004.2587117753133,3021.107097517623,3039.2245075425567,3042.725983276595,3022.2941303854136,2985.5092621122312,2976.5975693179635,2971.279538714372,3022.816299762675,3032.850911559124,3102.0321546012315,3132.087856039979,3203.117259632355,3199.751310133662
62019,9,11208,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2432.633504783728,2468.666466273609,2553.098904949875,2571.973521532329,2541.7772803507232,2549.192174746237,2533.5714090775805,2596.307312909728,2624.749894216402,2660.759446673348,2683.8731014001683,2685.5599479608923,2657.591454531247,2672.800209105436,2699.050521993451,2825.5916666156472,2817.253191296166,2797.144901828177,2773.5783132710967,2815.384642781612,2934.593308514409,2977.2536045111888,3015.684140197943,2987.130433812551,2963.1054058364707,2895.4447371940805,2817.4057346126347,2858.7188831923077,2816.037255385404,2895.6666666666665
62046,16,11236,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2328.868886556275,2376.03174799678,2347.3211187246725,2400.155277338695,2397.660345347954,2524.3441088006375,2502.4904647677895,2582.494704574771,2432.282099827029,2429.336331532905,2391.8203229345404,2451.3145791309184,2501.956801124768,2598.721685824107,2642.102192807142,2672.396258302073,2715.2556219781113,2700.8848772353167,2743.4577696393408,2753.9495145513433,2848.8105745498888,2899.214691368635,2977.1763173919494,2935.3653710521953,2959.4979208432833,2847.2462264029677,2862.954465002527,2976.3888888888887
61807,17,10467,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349.678701916025,1327.6555522925346,1351.7375411025562,1313.0977840615392,1331.149866329475,1317.1929816562474,1307.5688264796088,1294.08736328573,1354.712685203499,1381.230118296436,1443.5842076150934,1427.754188365658,NA,1419.2950378193489,1427.3263961875336,1391.9024051152228,1388.166876524416,1402.915001102667,1443.1414837015518,1448.3172197664576,1415.0707891006364,1447.5118149850116,1475.7493295742895,1550.592197049617,1557.8761314553906,1554.0923275232544,1551.87406846687,1552.8398970256396,1580.3682161737102,1576.0646403776964,1554.715276806298,1593.6410071624402,1588.4108095435463,1600.743663749788,1578.045616430224,1572.738251396927,1587.081010948672,1568.750724578559,1613.1960794219062,1620.661769203428,1685.9707986340627,1699.7788123374742,1695.050200502662,1669.1281300813746,1649.561455769121,1665.1020872595625,1668.4712964894368,1653.3174196715256,1612.7939752436937,1598.749777654131,1655.2257707902936,1699.813943402665,1745.7071080211488,1724.810097755375,1774.4498703746988,1725.4174299390704,1744.5143106040853,1701.264386208392,1737.234602816435,1690.3409556383056,1715.5122026931642,1725.934013785619,1751.6945138939152,1742.9384222560402,1772.3030723602292,1807.3737759590983,1812.2256155301257,1747.4749069586835,1728.9760313712452,1785.0262990343765,1831.988222785324,1886.6395011789016,1881.4827647166803,1904.169890498354,1937.0955655803737,1944.3527517185769,1931.8776095921276,1893.956265736768,1891.4472905612708,1899.3109769842208,1929.6476164140536,1945.848854710253,1958.64951149348,1909.7905706679312,1963.970339008555,2049.137419608218,2084.9840078882794,2100.268753380103,2182.7436618299803,2238.0534485150597,2317.342156801934,2243.913520722513,2269.4509701771626,2233.031952447314,2244.840928574602,2303.025891474007,2282.1799513628775,2309.0570876722672,2294.031004258415,2271.6111111111113
62085,18,11373,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872.3909289535263,1875.9799974288817,1908.655896447994,1930.109061260753,1949.6149460402037,1966.4942246372232,1910.506254627517,1934.0531531963563,1923.5855820578497,1927.9478247686693,1969.9940397433984,2023.199428337589,2100.8252620425724,2107.368089530121,2138.287843775261,2166.510529197723,2151.894420142207,2144.004412194777,2141.908924271653,2163.43456152475,2181.640765922026,2213.841574656115,2226.211439705739,2214.526099012951,2217.911187100698,2218.744846296118,2253.5247184672667,2261.120182467108,2295.725059412548,2275.544378474729,2302.1353682397225,2293.27520934253,2290.0688061359483,2283.985544231318,2273.5106698697155,2281.456150244231,2302.4576313070665,2377.1432773173055,2439.5506640692865,2491.626188594329,2476.3333333333335
62037,19,11226,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1919.726384836996,1947.0881261607385,2038.5671601216911,2041.3551687125712,2053.751041569532,2033.7088400522396,2056.7473623748574,2071.5591686311823,2092.794897804929,2093.8263166354673,2095.3487773642833,2088.1637558166867,2089.652757491978,2082.4602054004167,2131.828259959381,2151.5236781070403,2171.467216502939,2195.604977292169,2235.3780493808094,2240.7815917331304,2202.911910248638,2175.1570562094566,2203.5034141134383,2220.3568033439856,2230.4765136694123,2222.774373424059,2227.3722716152556,2217.892571600544,2224.5778041475087,2246.103377600079,2268.8967437657248,2266.584947330947,2253.7808213094627,2233.2494228784303,2214.7069352444382,2203.2833015697843,2211.9996731011643,2242.6291931760816,2265.59324536428,2292.587986023777,2295.173333874135,2304.9116203312033,2320.556842718944,2349.4651281550146,2369.3974529705106,2351.7676425396076,2334.289824257376,2306.880813753635,2322.165534202156,2310.8742484325494,2337.3742610463423,2320.3090782890554,2348.1439885841523,2347.7398954060504,2377.1569991999377,2401.688590120756,2419.7420938497485,2413.601712417948,2378.537460342754,2348.0243250368285,2357.055638217696,2354.0119936833703,2390.353472834197,2384.131398868936,2394.8433106747434,2372.863396554038,2375.5470106458706,2352.790538082848,2321.0159861610655,2286.7395868399294,2268.1312801365175,2223.454390891131,2180.767888185095,2182.0209163541904,2209.308607770506,2254.3196149236915,2278.5536889633167,2310.2240788823196,2349.892884390056,2367.4965807469007,2398.880272207432,2397.9102366527636,2409.9597396938348,2411.932027365331,2437.651216848854,2473.803810071216,2515.254753867609,2547.0296156122863,2591.051144613977,2641.7356463608817,2678.524486392116,2685.9704459325308,2685.640174804089,2692.8651426932965,2686.208875244425,2657.303414798076,2651.083460545795,2646.200453160572,2676.8351499041173,2681.087841373963,2706.441966414629,2728.6366063891787,2748.45069469443,2757.6079382575704,2743.8015357686654,2722.471310995303,2713.3434895091063,2716.614125156844,2745.009316629405,2741.1126730499723,2737.820764053616,2726.6944682407498,2750.360649912921,2766.3651858931084,2815.689135377543,2823.145957567644
62018,20,11207,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1943.3114070248928,1851.2945069439977,1851.511511023086,1876.7329943554212,1972.096781050295,2025.9549908744184,2034.935099454652,2016.905329636338,2046.1189265433609,2052.7700240472263,2108.55039695918,2062.4837635906597,2068.113455458291,2075.4430667532692,2166.53091493073,2198.191365304742,2163.245967070261,2134.0499242797546,2125.2805574747517,2149.8850190050966,2132.200993097777,2131.4590838377953,2144.0477051272487,2150.61222640987,2149.877453939563,2119.7969129361645,2114.79561994026,2124.8472118337513,2113.989736204963,2110.918496514006,2113.949994232584,2154.684572079376,2190.01226880341,2209.2697648258363,2197.698930746061,2195.9722816623384,2173.9221147542876,2161.329175383173,2164.719760409064,2225.3150014630346,2250.958997279949,2259.03202069146,2230.588742174972,2259.6363655425225,2260.746982565164,2241.266541511749,2241.7023782952283,2241.725715289354,2267.4924609513846,2262.7465646402507,2300.3299620241887,2282.050421345979,2312.997965194112,2308.481666724246,2344.8776425940814,2341.534472291134,2348.9596889079394,2356.869602289933,2385.0157097640727,2409.247509064886,2418.3455111333997,2406.2899711543982,2384.940374334391,2397.5527655831283,2400.9460503988566,2390.647973663846,2357.1041006478263,2326.8577830361114,2270.900718742656,2224.1346186337737,2167.379504854913,2164.5360313304777,2142.852025239013,2121.7332503223884,2102.816485623627,2111.9966124281755,2191.8911997351815,2261.8791676070255,2316.855712152135,2336.2623110315894,2364.12320250179,2412.806646481186,2413.523247800714,2448.974988775022,2452.691859165503,2473.511426165101,2452.10712461239,2492.917608948139,2587.3857148538873,2702.735419615071,2779.343695538821,2818.346016235236,2876.840062008747,2890.291591022086,2876.8039062875573,2835.782442493026,2777.61118474578,2765.605670866012,2728.723838108328,2759.512439047582,2784.67634249241,2860.6795595992335,2918.349679768185,2963.555831260182,3048.162904609301,3032.274232713783,2983.512297113206,2865.31172280635,2862.372202600812,2874.015727025447,2884.453041575695,2935.158667125824,3007.0596801861257,3054.124368003317,3058.1018719033227,3047.896900034831
61639,29,10025,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,3054.576274286615,3053.302326343187,3049.81769291631,3073.5851717937803,3093.15554478076,3120.4434099929326,3130.739851583761,3128.406033087967,3125.7054532678535,3126.8526381391885,3129.705625109054,3125.6243190649056,3115.5471865294476,3111.6346863468934,3126.976012625953,3134.420719740622,3151.2809254516765,3162.170954010175,3197.297352299979,3212.950838555912,3216.680738074446,3176.8032314828515,3132.032919594696,3082.9784434703593,3084.954710274235,3095.2778704996385,3099.823135617598,3112.1933351809325,3146.901216975837,3192.288272698337,3214.8356945887995,3206.4617504282455,3202.8911935163137,3160.7089196116017,3132.175814415766,3091.1631312524382,3071.3627531190364,3080.145962156932,3096.350519040001,3142.2867419635763,3171.6994297349293,3201.3360308131173,3225.3558133916463,3229.3654947937066,3230.019435127235,3222.4933185418763,3218.004980457613,3240.672329452089,3214.7744983980624,3209.7403025445033,3179.883068126406,3224.1255554560103,3257.2395565658117,3300.125940725811,3325.296249893398,3347.87317050778,3353.664252257376,3335.3181418878157,3306.880008037063,3298.4854212037676,3285.5273897891902,3304.5676729608376,3312.979440328158,3291.8453819914807,3247.0191997667853,3170.925279006726,3131.9814314452383,3039.922718658188,2941.5611853483547,2862.9963516075823,2820.146078087917,2794.7286529097933,2794.1039170641707,2800.057997070409,2854.1242587573506,2893.8349133260176,2990.0147876491906,3081.439533898166,3181.181167284863,3263.0178903660612,3315.6915172791632,3343.262831599755,3368.6746752460717,3410.1899870565085,3454.0188818954425,3509.98064922237,3534.0374499434415,3583.5930020261617,3630.392963037577,3719.811415043831,3793.017456315857,3843.228210922838,3864.3396985448335,3817.7880416559815,3757.582746775354,3704.425066318195,3712.9287886271154,3707.666203761967,3723.2013099354513,3759.9114626053097,3838.233684724709,3912.5982079418177,3961.2534521439816,3980.5268814457586,3978.1633746182206,3907.272784122885,3817.5309437602023,3708.7158171509914,3704.164650901325,3744.3951048873473,3810.2487010052423,3885.7805922210414,3972.7152138318447,4065.403663210559,4105.424664094654,4120.2267345110085
62025,32,11214,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1812.2000515337384,1747.006699108932,1714.502278699938,1654.342736572925,1693.6322877662772,1729.1202152271512,1775.9729454654328,1784.6768532342517,1782.9735041540823,1776.790237899882,1797.9259386589547,1771.3610793527728,1739.3892404380404,1725.425739937906,1734.0283267242908,1769.674337244522,1785.984006219415,1810.861703981782,1810.515059390116,1799.0154986578636,1803.1561279627424,1867.8012362300929,1884.229479068616,1919.980511990403,1907.645266357372,1965.0352754995013,1955.297331267895,1937.293733531994,1928.0158107345271,1967.853740909011,1990.3379298258749,1985.218619282567,1982.035299569509,1988.5100097975603,1991.942298448413,2034.035436120416,2044.266729195269,2086.0906434876724,2123.956439717748,2135.086495373992,2153.2041404856714,2095.800566493108,2123.147610979971,2110.222748136109,2162.314095832265,2154.495455681572,2174.464252903864,2197.7995060432654,2244.6264623051093,2308.542915985107,2326.5711400767545,2251.9297395833537,2211.40925464551,2232.404761904762
